iteration,destroy_operator,repair_operator,removed_count,accepted,event,temperature,candidate_feasible,candidate_active_objective,current_active_objective,best_active_objective,best_tardiness,best_travel_time,best_distance,best_vehicle_cost,best_used_vehicle_count,completed_iterations
36,random,greedy,15,False,REJECTED,0.8390886103705794,True,8764.219807,8286.937665000001,8286.937665000001,589.485258,7244.4597459999995,8286.937665000001,2880000.0,24,50
37,route,regret2,1,True,SA_ACCEPTED,0.8348931673187264,True,8286.937665000001,8286.937665000001,8286.937665000001,589.485258,7244.4597459999995,8286.937665000001,2880000.0,24,50
38,random,regret2,5,False,REJECTED,0.8307187014821328,True,8426.045566,8286.937665000001,8286.937665000001,589.485258,7244.4597459999995,8286.937665000001,2880000.0,24,50
39,route,greedy,1,True,SA_ACCEPTED,0.8265651079747222,True,8286.937665000001,8286.937665000001,8286.937665000001,589.485258,7244.4597459999995,8286.937665000001,2880000.0,24,50
40,worst,depot_vehicle,10,False,REJECTED,0.8224322824348486,True,8319.374169000002,8286.937665000001,8286.937665000001,589.485258,7244.4597459999995,8286.937665000001,2880000.0,24,50
41,random,regret2,5,True,GLOBAL_BEST,0.8183201210226743,True,8286.937665000001,8286.937665000001,8286.937665000001,589.485258,7227.3937510000005,8286.937665000001,2880000.0,24,50
42,worst,regret2,5,False,REJECTED,0.8142285204175609,True,8302.019620000003,8286.937665000001,8286.937665000001,589.485258,7227.3937510000005,8286.937665000001,2880000.0,24,50
43,worst,regret2,10,False,REJECTED,0.810157377815473,True,8319.374169000002,8286.937665000001,8286.937665000001,589.485258,7227.3937510000005,8286.937665000001,2880000.0,24,50
44,route,greedy,3,True,GLOBAL_BEST,0.8061065909263957,True,8286.937665000001,8286.937665000001,8286.937665000001,589.485258,7228.892609,8286.937665000001,2880000.0,24,50
45,route,regret2,2,True,SA_ACCEPTED,0.8020760579717637,True,8286.937665000001,8286.937665000001,8286.937665000001,589.485258,7228.892609,8286.937665000001,2880000.0,24,50
46,route,regret2,2,True,SA_ACCEPTED,0.798065677681905,True,8286.937665000001,8286.937665000001,8286.937665000001,589.485258,7228.892609,8286.937665000001,2880000.0,24,50
47,random,greedy,11,False,REJECTED,0.7940753492934954,True,8941.07886,8286.937665000001,8286.937665000001,589.485258,7228.892609,8286.937665000001,2880000.0,24,50
48,shaw,regret2,7,False,REJECTED,0.7901049725470279,True,8311.434887000001,8286.937665000001,8286.937665000001,589.485258,7228.892609,8286.937665000001,2880000.0,24,50
49,shaw,regret2,9,False,REJECTED,0.7861544476842928,True,8374.0753,8286.937665000001,8286.937665000001,589.485258,7228.892609,8286.937665000001,2880000.0,24,50
50,random,depot_vehicle,8,True,GLOBAL_BEST,0.7822236754458713,True,8219.598357,8219.598357,8219.598357,439.91932600000007,7195.210393999998,8219.598357,2880000.0,24,50
