node_id,original_node_id,latitude,longitude,x,y,degree,node_role,road_rank,road_class,importance_score,node_type,node_name,turn_p
R063,3010051801,36.721445942406376,127.13777413474156,212308.09951453423,458109.2577226642,9,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,185.90781,106,남풍세IC,0
R064,2860027301,36.62790401893978,127.12047259950452,210775.49657666066,447726.6755803272,10,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,185.90445,106,정안IC,0
R065,3550145701,36.31590743018555,128.32042943508785,318581.31299982744,413907.66750833037,6,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,185.764049,106,도개IC,1
R066,2790006802,36.86651440683902,127.47553770998927,242402.42274271636,474304.7774691573,3,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,185.606763,106,진천IC,1
R067,3570849902,36.03722256851519,128.8155938056297,363632.17507103464,383700.39200833184,8,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,185.383115,106,신녕IC교차로,0
R068,3080137402,35.939474223747574,127.08415106332905,207593.16455336378,371332.0783295891,7,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,185.140707,106,익산JC,1
R069,3080002102,35.92333707395921,127.0776690782043,207009.7027620178,369541.0515371968,7,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,185.086344,106,삼례IC(남측),1
R070,2860033801,36.48110517556175,127.08957278790484,208026.87494305213,431433.4805512461,7,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,184.850262,106,공주분기점,0
R071,3610090301,36.24747862368556,128.4779727167241,332846.3441169831,406518.43058699014,6,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,184.848124,106,서군위하이패스IC,1
R072,2860011301,36.42916959662197,127.07978491665965,207154.52404941444,425669.5488892941,8,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,184.846597,106,남공주IC,1
R073,3610089501,36.099347982050396,128.65900089660275,349400.24023899814,390342.8815788615,9,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,184.806588,106,동군위IC,1
R074,3010090301,36.824536638007295,127.16785233970874,214975.08438863175,469553.881128362,10,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,184.763133,106,천안IC,0
R075,2830014701,36.59318974308798,127.42441195522237,237978.02139999997,443951.51300000027,7,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,184.681283,106,남이JC,0
R076,2830018301,36.570282003099216,127.42900343015955,238400.23039999977,441411.2485000007,8,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,184.659599,106,청주JC,0
R077,2810024701,36.97944820754422,127.62209645787576,255389.04914353305,486913.05204260483,6,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,184.400305,106,음성IC교차로,0
R078,2310021213,37.0863332160685,127.4509877002837,240097.8518516014,498689.2453808157,6,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,184.046946,106,일죽IC삼거리,0
R079,2310021214,37.086297963851386,127.4508827427588,240088.5384661103,498685.28879271867,6,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,184.045113,106,일죽IC삼거리,0
R080,3010095602,36.774983964681795,127.17749092910873,215845.20416157713,464056.3737961002,11,anchor|named_interchange_or_intersection|branch|node_type_101,101,고속국도/고속도로,183.882984,101,천안JC,0
R081,3910015901,35.54629721838311,128.476040101969,333848.17233195156,328706.5920362724,4,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,183.776047,106,창녕IC,1
R082,3910146600,35.54473785760539,128.4763137956636,333875.5853000004,328533.9331,4,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,183.770244,106,창녕IC(북측),0
R083,3070024802,36.01235071106646,126.79807695384707,181796.70100000035,379433.93480000086,3,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,183.120812,106,군산IC(북측),1
R084,3120019301,35.99450424325771,127.11351881733802,210235.98740748895,377440.8073130559,7,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,183.09904,106,익산IC(북측),1
R085,2060004901,37.40228328532088,127.09840965710806,208713.24581695703,533663.4699006402,3,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,183.042408,106,판교JC(남측),1
R086,3610089602,36.09736435149866,128.6606822273939,349555.4247000003,390125.3331000004,9,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,182.641841,106,동군위IC,1
R087,2840034002,36.713655279370926,127.44174744651171,239467.74628378492,457326.8183750924,7,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,182.558464,106,오창IC,1
R088,3010088002,36.75088222720619,127.16430365467825,214672.5219670693,461379.6213664826,9,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,182.505934,106,남천안IC,1
R089,2810938004,36.913632626933364,127.6926537116851,261724.3509540966,479652.26951118896,9,anchor|named_interchange_or_intersection|branch|node_type_106,103,일반국도,182.254625,106,음성１교차로,1
R090,2710003402,36.62478912134431,127.38388435605037,234337.42739911212,447442.8795706142,8,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,182.146161,106,청주IC,1
R091,3850319702,35.25383371422928,128.98350460601972,380521.69438538974,297059.9386379209,5,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,181.994459,106,대동IC,1
R092,2310014003,37.0445467306126,127.13689314928646,212177.9791551202,493965.42968775786,9,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,181.989791,106,안성JC(북측),0
R093,3010104002,36.75843654649878,127.21852144999137,219512.3315828183,462227.6271799497,9,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,181.523429,106,목천IC,1
R094,3670008201,35.75505980774519,128.37416793768057,324285.8664989119,351737.87017173175,11,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,181.287871,106,고령JC,0
R095,1570012901,35.6798480647156,128.4324343977203,329677.9232000001,343467.4450000003,8,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,181.275349,106,현풍JC,0
R096,2700132602,36.52847329115303,127.5105373560586,245723.0292543095,436807.3672561521,7,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,180.826789,106,문의IC,1
R097,3910014401,35.53926406679254,128.4793195605694,334157.29291079874,327930.63510021917,5,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,180.575349,106,창녕IC사거리,0
R098,3020169302,36.895279389247065,127.18906244900802,216851.8238691815,477408.10393466894,13,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,180.333857,106,북천안IC,1
R099,2770018302,36.270948842584,127.825089052218,274138.538768128,408425.36627272435,8,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,180.332941,106,상용사거리,0
R100,2770018301,36.27103719342889,127.82502461491816,274132.6650963861,408435.1210163225,8,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,180.275218,106,상용사거리,0
R101,2310002702,36.99160019161688,127.15511222639391,213808.321895666,488092.01182024647,8,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,180.193674,106,안성IC(남측),1
R102,1520000901,35.87367675495891,128.53153679105526,338314.10032504203,365111.52425054566,8,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,179.924913,106,서대구IC,0
R103,1540004302,35.90957144571069,128.58304631899114,342901.7912817047,369168.88699246367,8,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,178.93041,106,북대구IC,0
R104,2860027001,36.621810251252136,127.12040849017458,210770.6102075624,447050.4387444501,10,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,178.91575,106,정안IC,0
R105,2860035001,36.48951625889332,127.09393530160665,208416.90253436466,432367.21442714357,7,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,178.883377,106,공주JC,0
R106,2830019901,36.53714634670873,127.43079436015589,238577.0042417993,437734.8941518181,8,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,178.375262,106,남청주IC,1
R107,1560001301,35.8361192513152,128.52718209707837,337985.87898108485,360937.6599620428,11,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,177.93233,106,남대구IC,0
R108,2900015502,36.22199492573471,127.05212063149696,204686.18243871597,402678.70304987766,3,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,177.418935,106,서논산IC,0
R109,3680012801,35.922897465510324,128.24582184137216,312439.9164282954,370206.74660494097,3,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,177.106806,106,성주IC,0
R110,3120945000,35.80795260382436,127.0261057159435,202359.4813135119,356735.92017996043,8,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,177.020768,106,이서JC,0
R111,3610088801,36.16139107009317,128.56548207759613,340866.8490166323,397088.38705283124,4,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,176.847818,106,군위JC,0
R112,3960007903,35.537443929892554,127.7683668138328,269681.7695256484,326993.45417665725,4,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,176.570681,106,함양JCT1교,1
R113,2430087101,37.2391037593719,127.29093432732004,225815.26675992686,515588.32571389043,3,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,175.589616,106,양지IC(서측),1
R114,2730007902,37.07717826501417,128.18061368733447,304984.1375761894,498230.2307008732,4,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,175.05493,106,남제천IC(북측),1
R115,2330508904,37.19079347858841,126.8720714234477,188641.37586305948,510194.77251904027,3,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,174.855497,106,팔탄JC,0
R116,2350007210,37.85615837467531,127.05398524930861,204750.9041256266,584035.6556166928,3,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,174.24123,106,북양주IC교차로,0
R117,2720127702,37.06753034366294,127.93070055228984,282770.8962240803,496912.5837436408,3,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,173.925436,106,동충주교차로,1
R118,3070023401,36.00531467298401,126.80197721891537,182146.72276402786,378652.49890674034,3,anchor|named_interchange_or_intersection|branch|node_type_106,101,고속국도/고속도로,173.811213,106,군산IC(남측),0
