iteration,destroy_operator,repair_operator,removed_count,accepted,event,temperature,candidate_feasible,candidate_active_objective,current_active_objective,best_active_objective,best_tardiness,best_travel_time,best_distance,best_vehicle_cost,best_used_vehicle_count,completed_iterations
30,shaw,greedy,10,False,REJECTED,0.8647077305675338,True,7931.812213999999,7542.233486,7542.233486,406.57276899999977,7542.233486,8970.356225,2880000.0,24,50
31,route,greedy,3,False,REJECTED,0.8603841919146962,True,7641.1786999999995,7542.233486,7542.233486,406.57276899999977,7542.233486,8970.356225,2880000.0,24,50
32,random,greedy,15,False,REJECTED,0.8560822709551227,True,7621.928575000001,7542.233486,7542.233486,406.57276899999977,7542.233486,8970.356225,2880000.0,24,50
33,shaw,greedy,12,True,GLOBAL_BEST,0.851801859600347,True,7456.696846,7456.696846,7456.696846,354.44327599999986,7456.696846,8871.315407,2880000.0,24,50
34,random,greedy,5,False,REJECTED,0.8475428503023453,True,7637.803375,7456.696846,7456.696846,354.44327599999986,7456.696846,8871.315407,2880000.0,24,50
35,route,greedy,3,False,REJECTED,0.8433051360508336,True,7595.9168469999995,7456.696846,7456.696846,354.44327599999986,7456.696846,8871.315407,2880000.0,24,50
36,random,greedy,7,True,SA_ACCEPTED,0.8390886103705794,True,7456.696846,7456.696846,7456.696846,354.44327599999986,7456.696846,8871.315407,2880000.0,24,50
37,random,regret2,9,True,GLOBAL_BEST,0.8348931673187264,True,7322.791697,7322.791697,7322.791697,354.44327599999986,7322.791697,8695.418378999999,2880000.0,24,50
38,worst,regret2,12,False,REJECTED,0.8307187014821328,True,7497.007763,7322.791697,7322.791697,354.44327599999986,7322.791697,8695.418378999999,2880000.0,24,50
39,shaw,greedy,9,False,REJECTED,0.8265651079747222,True,7614.48492,7322.791697,7322.791697,354.44327599999986,7322.791697,8695.418378999999,2880000.0,24,50
40,shaw,depot_vehicle,7,False,REJECTED,0.8224322824348486,True,7370.240817,7322.791697,7322.791697,354.44327599999986,7322.791697,8695.418378999999,2880000.0,24,50
41,worst,depot_vehicle,15,False,REJECTED,0.8183201210226743,True,7555.281716999999,7322.791697,7322.791697,354.44327599999986,7322.791697,8695.418378999999,2880000.0,24,50
42,random,depot_vehicle,6,True,GLOBAL_BEST,0.8142285204175609,True,7319.101281,7319.101281,7319.101281,406.57276899999977,7319.101281,8695.418378999999,2880000.0,24,50
43,worst,regret2,9,False,REJECTED,0.810157377815473,True,7395.772908999999,7319.101281,7319.101281,406.57276899999977,7319.101281,8695.418378999999,2880000.0,24,50
44,shaw,depot_vehicle,7,True,GLOBAL_BEST,0.8061065909263957,True,7295.887505000001,7295.887505000001,7295.887505000001,297.4444709999998,7295.887505000001,8681.170724,2760000.0,23,50
45,random,regret2,5,False,REJECTED,0.8020760579717637,True,7601.690343000001,7295.887505000001,7295.887505000001,297.4444709999998,7295.887505000001,8681.170724,2760000.0,23,50
46,shaw,depot_vehicle,6,False,REJECTED,0.798065677681905,True,7362.604874,7295.887505000001,7295.887505000001,297.4444709999998,7295.887505000001,8681.170724,2760000.0,23,50
47,shaw,depot_vehicle,5,True,SA_ACCEPTED,0.7940753492934954,True,7295.887505000001,7295.887505000001,7295.887505000001,297.4444709999998,7295.887505000001,8681.170724,2760000.0,23,50
48,shaw,depot_vehicle,7,False,REJECTED,0.7901049725470279,True,7686.005736000001,7295.887505000001,7295.887505000001,297.4444709999998,7295.887505000001,8681.170724,2760000.0,23,50
49,random,depot_vehicle,5,True,SA_ACCEPTED,0.7861544476842928,True,7295.887505000001,7295.887505000001,7295.887505000001,297.4444709999998,7295.887505000001,8681.170724,2760000.0,23,50
50,random,depot_vehicle,15,True,GLOBAL_BEST,0.7822236754458713,True,7241.443693,7241.443693,7241.443693,524.9766589999999,7241.443693,8541.977957000001,2760000.0,23,50
